Day,Date,Country,Violation_Nature,Attackers,Victim_Occupation,Gender,Total_Victims,Article,Violation_ID,Country_Latitude,Country_Longitude,RSF_Index,RSF_Score,WB_VA,WB_PS,WB_GovE,WB_RQ,WB_RoL,WB_CoC
Saturday,2018-03-03,Palestine,Detention ,Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-03-2018/7064,85,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-03-03,Lebanon,Lawsuit ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-03-2018/7075,86,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2018-03-03,Syria,Killing ,Other,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-03-2018/7060,87,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Monday,2018-03-03,Lebanon,Job Obstruction ,Public Official ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/27-03-2018/7065,88,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2018-03-03,Lebanon,Lawsuit ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-03-2018/7075,86,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2018-03-03,Palestine,Arbitrary Dismissal ,Social Media Company ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/04-04-2018/7088,89,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-03-03,Palestine,Killing ,Police or Israeli Intelligence ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/01-04-2018/7077,90,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-03-03,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/01-04-2018/7077,90,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2018-03-03,Palestine,Job Obstruction ,Police or Israeli Intelligence ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/03-04-2018/7082,91,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-03-03,Palestine,Travel/Entry Ban ,Israeli Official ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-04-2018/7083,92,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-03-03,Syria,Physical assault/Injuries ,Hayat Tahrir Al-Sham (HTS) ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-04-2018/7084,93,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2018-03-03,Syria,Physical assault/Injuries ,Hayat Tahrir Al-Sham (HTS) ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-04-2018/7085,94,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2018-03-03,Lebanon,Summons ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/03-04-2018/7087,95,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Saturday,2018-03-03,Lebanon,Arrest ,Lebanese Security Services ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-04-2018/7120,96,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2018-03-03,Palestine,Summons ,Palestinian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-03-2018/7059,97,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-03-03,Lebanon,Summons ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/29-03-2018/7076,98,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2018-03-03,Palestine,Arrest ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-03-2018/7058,99,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-03-03,Syria,Arrest ,Opposition Forces ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-03-2018/7061,100,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2018-03-03,Palestine,Ban on Publication/Distribution/Broadcast ,Police or Israeli Intelligence ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/08-03-2018/7055,101,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-03-03,Lebanon,Banned Movies/Plays/Songs ,Lebanese Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/26-03-2018/7057,102,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2018-03-03,Palestine,Summons ,Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-03-2018/7023,103,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2018-03-03,Palestine,Summons ,Palestinian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/08-03-2018/7024,104,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-03-03,Syria,Confiscation of Equipment ,Armed Militias ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/11-03-2018/7028,105,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2018-03-03,Palestine,Detention ,Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2018/7031,106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-03-03,Palestine,Detention ,Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2018/7031,106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-03-03,Palestine,Job Obstruction ,Hamas ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2018/7031,106,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-03-03,Palestine,Job Obstruction ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2018/7032,107,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-03-03,Lebanon,Detention ,Lebanese Judiciary ,Artist,Male,1.0,https://www.skeyesmedia.org/en/News/News/14-03-2018/7033,108,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2018-03-03,Syria,Killing ,Syrian Army ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-03-2018/7036,109,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2018-03-03,Syria,Physical assault/Injuries ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-03-2018/7019,110,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2018-03-03,Lebanon,Prison Sentence ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-03-2018/7040,111,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2018-03-03,Syria,Killing ,Syrian Army ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-03-2018/7039,112,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Tuesday,2018-03-03,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-03-2018/7053,113,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Tuesday,2018-03-03,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/21-03-2018/7053,113,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2018-03-03,Syria,Killing ,Syrian Army ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/21-03-2018/7052,114,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2018-03-03,Palestine,Detention ,Police or Israeli Intelligence ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-03-2018/7047,115,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-03-03,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-03-2018/7014,116,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-03-03,Palestine,Travel/Entry Ban ,Police or Israeli Intelligence ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-03-2018/7045,117,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-03-03,Palestine,Lawsuit ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-03-2018/7044,118,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-03-03,Palestine,Detention ,Police or Israeli Intelligence ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/19-03-2018/7043,119,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-03-03,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-03-2018/7046,120,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Saturday,2018-04-04,Syria,Arrest ,Hayat Tahrir Al-Sham (HTS) ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-04-2018/7148,121,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2018-04-04,Palestine,Arrest ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-04-2018/7123,122,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/24-04-2018/7124,123,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-04-04,Palestine,Arrest ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/24-04-2018/7125,124,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Arrest ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-04-2018/7126,125,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-04-04,Palestine,Arrest ,Israeli Judiciary ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/26-04-2018/7127,126,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Killing ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/27-04-2018/7128,127,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Summons ,Palestinian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/30-04-2018/7130,128,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2018-04-04,Jordan,Defamation and Hate Speech ,Citizens ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-04-2018/7131,129,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Sunday,2018-04-04,Palestine,Physical assault/Injuries ,Settlers ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/02-05-2018/7132,130,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-04-04,Palestine,Detention ,Palestinian Security Services ,Journalists' Family,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/10-04-2018/7136,131,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Suspension/Closure of a Media Outlet ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/03-05-2018/7134,132,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-04-2018/7137,133,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-04-2018/7137,133,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2018-04-04,Palestine,Lawsuit ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-05-2018/7138,134,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2018-04-04,Palestine,Job Obstruction ,Israeli Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-05-2018/7139,135,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2018-04-04,Palestine,Lawsuit ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-05-2018/7140,136,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-04-04,Syria,Killing ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/20-04-2018/7147,137,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2018-04-04,Palestine,Arrest ,Palestinian Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-04-2018/7122,138,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-04-04,Syria,Assassination ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-05-2018/7149,139,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Friday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/02-05-2018/7133,140,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-04-2018/7137,133,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Syria,Arrest ,Autonomous Administration of North and East Syria/Syrian Democratic Forces ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-04-2018/7146,141,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Saturday,2018-04-04,Lebanon,Detention ,Lebanese Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/18-04-2018/7114,142,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2018-04-04,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/03-04-2018/7080,143,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/05-04-2018/7093,144,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2018-04-04,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/05-04-2018/7093,144,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2018-04-04,Lebanon,Fine ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/05-04-2018/7093,144,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/05-04-2018/7094,145,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2018-04-04,Palestine,"Job Obstruction 
Travel/Entry Ban ",Police or Israeli Intelligence ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2018/7095,146,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-04-04,Palestine,Killing ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2018/7096,147,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2018/7096,147,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2018/7096,147,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-04-04,Palestine,Summons ,Israeli Judiciary ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/07-04-2018/7097,148,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-04-04,Palestine,Detention ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-04-2018/7092,149,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2018-04-04,Jordan,Job Obstruction ,Public Official ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/11-04-2018/7100,150,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Tuesday,2018-04-04,Lebanon,Lawsuit ,Lebanese Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/11-04-2018/7099,151,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2018-04-04,Palestine,Physical assault/Injuries ,Israeli Security Services ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/18-04-2018/7113,152,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Detention ,Police or Israeli Intelligence ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/17-04-2018/7112,153,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2018-04-04,Palestine,Summons ,Israeli Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/16-04-2018/7111,154,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Palestine,Arrest ,Palestinian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/19-04-2018/7117,155,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Thursday,2018-04-04,Jordan,Job Obstruction ,Jordanian Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2018/7108,156,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Tuesday,2018-04-04,Palestine,Job Obstruction ,Hamas ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2018/7106,157,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-04-04,Lebanon,Travel/Entry Ban ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2018/7105,158,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Thursday,2018-04-04,Lebanon,Summons ,Lebanese Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/12-04-2018/7104,159,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Friday,2018-04-04,Lebanon,Lawsuit ,Lebanese Judiciary ,Artist,Female,1.0,https://www.skeyesmedia.org/en/News/News/13-04-2018/7109,160,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Monday,2018-05-05,Palestine,Ban on Publication/Distribution/Broadcast ,Police or Israeli Intelligence ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/21-05-2018/7178,161,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Sunday,2018-05-05,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2018/7183,162,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Tuesday,2018-05-05,Syria,Physical assault/Injuries ,Syrian Security Services ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/22-05-2018/7184,163,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Thursday,2018-05-05,Syria,Killing ,Unknown Party ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/22-05-2018/7185,164,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
Sunday,2018-05-05,Lebanon,Travel/Entry Ban ,Lebanese Security Services ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/23-05-2018/7186,165,33.8547,35.8623,140.0,41.91,30.88,9.48,6.13,14.62,13.21,10.85
Wednesday,2018-05-05,Palestine,Lawsuit ,Israeli Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2018/7188,166,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-05-05,Palestine,Lawsuit ,Israeli Judiciary ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/16-05-2018/7188,166,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-05-05,Palestine,Physical assault/Injuries ,Police or Israeli Intelligence ,Journalist,Female,1.0,https://www.skeyesmedia.org/en/News/News/28-05-2018/7189,167,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Wednesday,2018-05-05,Palestine,Lawsuit ,Palestinian Judiciary ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-05-2018/7190,168,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Friday,2018-05-05,Palestine,Physical assault/Injuries ,Israeli Security Services ,Photojournalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/28-05-2018/7191,169,31.9522,35.2332,157.0,31.92,18.14,7.11,10.38,41.98,25.94,26.42
Monday,2018-05-05,Jordan,Arbitrary Dismissal ,Private Institution ,Journalist,Male,1.0,https://www.skeyesmedia.org/en/News/News/29-05-2018/7194,170,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Tuesday,2018-05-05,Jordan,Job Obstruction ,Public Institution ,Media/Cultural Institution,Unspecified,1.0,https://www.skeyesmedia.org/en/News/News/29-05-2018/7195,171,31.9454,35.9284,132.0,44.3,26.96,40.28,64.12,59.43,58.02,57.55
Wednesday,2018-05-05,Syria,Killing ,Syrian Army ,Activist,Male,1.0,https://www.skeyesmedia.org/en/News/News/04-06-2018/7211,172,34.8021,38.9968,179.0,17.41,1.47,0.0,3.3,3.77,1.41,0.47
